Gueltig ab / valid from 19.05.2025;;;;;;
BIC;Name;SERVICE SCT;SERVICE COR;SERVICE COR1;SERVICE B2B;SERVICE SCC
BFIVESBBXXX;Banco Mediolanum;1;0;0;0;0
BFKKAT2K;BKS BANK AG;1;1;0;1;0
BFKKHR22;BKS BANK AG GLAVNA PODRUZNICA HRVATSKA;1;0;0;0;0
BFKKSI22;BKS BANK AG PODRUZNICA LJUBLJANA;1;1;0;0;0
BFKKSKBB;BKS BANK AG BRATISLAVA;1;1;0;0;0
BFOMDE51;BANK FUER ORDEN UND MISSION;1;1;0;1;1
BFRILI22;BANK FRICK AG;1;0;0;0;0
BFSWDE33;BANK FUER SOZIALWIRTSCHAFT AG;1;1;0;1;1
BFWODE71;BFW-BANK FUER WOHNUNGSWIRTSCHAFT;1;1;0;1;0
BGAGCH22;BANK GANTRISCH GENOSSENSCHAFT;1;0;0;0;0
BGALPTTG;BANCO DE PORTUGAL;1;1;0;0;0
BGCUIE21;St. Canices, Kilkenny Credit Union Limited;1;0;0;0;0
BGENATWW;GENERALI BANK AG;1;1;0;0;0
BGENIT2T;BANCA GENERALI;1;1;0;1;0
BGLLLULL;BGL BNP PARIBAS;1;1;0;1;0
BGUSBGSF;BULGARIAN AMERICAN CREDIT BANK;1;0;0;0;0
BGUSBGSFXXX;Bulgarian-American Credit Bank AD;1;0;0;0;0
BHBADES1;BANKHAUS BAUER AG;1;1;0;1;1
BHFBCHZZ;BHF BANK (SCHWEIZ) AG;1;0;0;0;0
BHFBDEFF;ODDO BHF SE;1;1;0;1;1
BHLSDEMM;BANKHAUS LUDWIG SPERRER KG;1;1;0;1;0
BHLSDEM1;BANKHAUS LUDWIG SPERRER KG;1;1;0;1;1
BHWBDE2H;BHW Bausparkasse AG;1;1;0;0;0
BHYPDEB2;BERLIN HYP AG;1;1;0;0;0
BIARFRPP;BANQUE BIA;1;1;0;1;0
BIBLBE21;BINCKBANK NV;1;0;0;0;0
BICFFRPP;BANQUE INTERNATIONALE DE COMMERCE BRED;1;1;0;1;0
BICKNL2A;BINCKBANK NV;1;0;0;0;0
BIENNOK1;SPAREBANKEN BIEN;1;0;0;0;0
BIGBPLPW;BANK MILLENIUM SA;1;0;0;0;0
BIGKEE2B;BIGBANK AS;1;0;0;0;0
BIGKFIH1;Bigbank AS Suomen sivuliike;1;0;0;0;0
BIGKLT21;Bigbank AS Filialas;1;0;0;0;0
BIGKLV21;Bigbank AS Latvijas filiale;1;0;0;0;0
BIIWATWW;FLATEXDEGIRO BANK AG;1;1;0;1;0
BIKCFRP1;BINCKBANK;1;0;0;0;0
BILADE55;KREISSPARKASSE BIRKENFELD (BIRKENFELDER LANDESBANK);1;1;0;1;1
BILLLULL;BANQUE INTERNATIONALE A LUXEMBOURG S.A.;1;1;0;1;0
BILSCHZZ;BIL SUISSE SA ZURICH;1;0;0;0;0
BIMTITTT;BANCA INTERMOBILIARE;1;1;0;1;0
BIMTITT1;BANCA INTERMOBILIARE E GESTIONI SPA;1;1;0;1;0
BINAADAD;MORA BANC GRUP SA;1;1;0;0;0
BINKNL21;BINCKBANK NV;1;0;0;0;0
BIRIIE21;Bishopstown Credit Union Limited;1;1;0;0;0
BIRNIE21;Athenry Credit Union Limited;1;0;0;0;0
BIRUIE21;LINK CREDIT UNION LTD.;1;1;0;0;0
BISNNO21;BIRKENES SPAREBANK;1;0;0;0;0
BITAITRR;BANCA DITALIA;1;0;0;0;0
BITSNL2A;Yoursafe B.V.;1;0;0;0;0
BIWBDE33;FLATEXDEGIRO BANK AG;1;1;0;1;1
BIYSGB2A;BILDERLINGS PAY LIMITED;1;0;0;0;0
BJHSCHZZ;SCHRODER AND CO BANK AG;1;0;0;0;0
BJSBMCMX;BANQUE J. SAFRA SARASIN (MONACO) SA;1;1;0;0;0
BJUGNO21;BJUGN SPAREBANK;1;0;0;0;0
BKAUATWW;UNICREDIT BANK AUSTRIA AG;1;1;0;1;0
BKBBCHBB;BASLER KANTONALBANK;1;0;0;0;0
BKBKESMM;BANKINTER SA;1;1;0;1;0
BKBKESMMXXX;Bankinter;1;0;0;0;0
BKBKIE2D; BANKINTER, S.A. IRELAND BRANCH;0;1;0;0;0
BKBKLULL;BANKINTER LUX S.A.;1;0;0;0;0
BKBKPTPL;BANKINTER S.A. SUC. PORTUGAL;1;1;0;1;0
BKCHATWW;BANK OF CHINA (CEE) LTD. VIENNA BRANCH;1;0;0;0;0
BKCHBEBB;BANK OF CHINA BRUSSELS BRANCH;1;0;0;0;0
BKCHCZPP;BANK OF CHINA (CEE) LTD.PRAGUE BRANCH;1;0;0;0;0
BKCHDEFF;BANK OF CHINA;1;1;0;1;0
BKCHFRPP;BANK OF CHINA PARIS BRANCH;1;1;0;1;0
BKCHHUHB;BANK OF CHINA (CEE) LTD.;1;0;0;0;0
BKCHHUHH;BANK OF CHINA LIMITED HUNGARIAN BRANCH;1;0;0;0;0
BKCHITMM;BANK OF CHINA LTD - MILAN BRANCH;1;0;0;0;0
BKCHLULA;BANK OF CHINA (EUROPE) S.A.;1;0;0;0;0
BKCHLULL;BANK OF CHINA, LUXEMBOURG BRANCH;1;0;0;0;0
BKCHNL2R;BANK OF CHINA (EUROPE) S.A., ROTTER;1;0;0;0;0
BKCHPLPX;BANK OF CHINA (EUROPE) S.A. POLAND BRANCH;1;0;0;0;0
BKCHPTPL;Bank of China (Luxembourg) S.A. Portugal Branch;1;0;0;0;0
BKIDBE22;BANK OF INDIA ANTWERP BRANCH;1;0;0;0;0
BKIDFRPP;BANK OF INDIA;1;1;0;1;0
BKMADE61;BANKHAUS E. MAYER AKTIENGESELLSCHAFT;1;1;0;1;1
BKMGNL2A;BANK MENDES GANS;1;0;0;0;0
BKMZDE51;BAUSPARKASSE MAINZ AKTIENGESELLSCHAFT;1;1;0;0;0
BKNNSMSM;BKN301;1;1;0;0;0
BKOAES22;BANKOA;1;1;0;1;0
BKRAITMM;ALLIANZ BANK FINANCIAL ADVISORS;1;1;0;1;0
BKTHCH22;BANK THALWIL (FORMERLY SPARKASSE THALWIL);1;0;0;0;0
BLCIIE21;BALLINA CREDIT UNION LIMITED;1;1;0;0;0
BLCUIE21;PROGRESSIVE CREDIT UNION LIMITED;1;1;0;0;0
BLDIIE21;BALLYSHANNON & KILLYBEGS CREDIT UNION LIMITED;1;1;0;0;0
BLDOIE21;BALTINGLASS CREDIT UNION LTD;1;1;0;0;0
BLEAITM1;BANCO BM SPA (FORMERLY BANCA ITALEASE SPA);1;0;0;0;0
BLEMCHGG;BANQUE DU LEMAN SA;1;1;0;0;0
BLENIE21;Monaghan Credit Union Limited;1;1;0;0;0
BLEOITMX;CAIW EUROPE SUCCURSALE ITALIE A MILAN;1;0;0;0;0
BLFLATWW;LGT BANK AG, WIEN;1;1;0;0;0
BLFLCHBB;LGT BANK (SCHWEIZ) AG;1;1;0;0;0
BLFLLI2X;LGT BANK AG;1;1;0;0;0
BLGWNL21;BLG WONEN;1;1;0;0;0
BLICCHGG;HSBC PRIVATE BANK (SUISSE) S.A. (FORMERLY HSBC REPUBLIC BANK SUISSE S.;1;0;0;0;0
BLICLULX;HSBC PRIVATE BANK LUXEMBOURG S;1;1;0;0;0
BLIIIE21;Blarney Credit Union Limited;1;1;0;0;0
BLIOIE21;Blackpool Credit Union Limited;1;0;0;0;0
BLIUIE21;BLACKROCK CREDIT UNION LIMITED;1;1;0;0;0
BLJAIT3L;BANCA POPOLARE LAJATICO;1;1;0;1;0
BLJCPTPT;BANCO L. J. CARREGOSA, S.A.;1;0;0;0;0
BLKBCH22;BASELLANDSCHAFTLICHE KANTONALBANK;1;0;0;0;0
BLOMFRPP;BANQUE BANORIENT France;1;1;0;1;0
BLOMROBU;BLOM BANK France Branch Romania;1;0;0;0;0
BLOPIT22;UBI BANCA;1;1;0;1;0
BLPIIT21;IW BANK SPA;1;1;0;1;0
BLRIIE21;St Colmans (Claremorris) Credit Union Limited;1;0;0;0;0
BLRNIE21;BALLINCOLLIG CREDIT UNION LIMITED;1;1;0;0;0
BLRUIE21;Ballinamore Credit Union Ltd;1;0;0;0;0
BLSPNO21;Skagerrak Sparebank;1;0;0;0;0
BLTNIE21;BALLYGALL CREDIT UNION LIMITED;1;1;0;0;0
BLTOIE21;BALLYCONNELL CREDIT UNION LTD;1;1;0;0;0
BLTUIE21;BALLYFERMOT CREDIT UNION LIMITED;1;1;0;0;0
BLUCIT31;Banco di Lucca e del Tirreno Spa;1;1;0;1;0
BLUXBEBB;Banque de Luxembourg Succursale de Belgique;1;1;0;1;0
BLUXLULL;BANQUE DE LUXEMBOURG;1;1;0;1;0
BMARES2M;BANCA MARCH;1;1;0;1;0
BMARES2MXXX;Banca March;1;0;0;0;0
BMASAT21; BMW Austria Bank GmbH;1;0;0;0;0
BMCEESMM;BANQUE MAROCAINE DU COMM. EXTERIEUR INT. S.A.U.;1;1;0;0;0
BMECLULL;BANQUE BCP SA Luxembourg;1;1;0;1;0
BMEUFRP1;BMCE EUROSERVICES SA;1;1;0;0;0
BMISFRPP;BANQUE MISR;1;1;0;1;0
BMLUIT3L;BANCA DEL MONTE DI LUCCA S.P.A.;1;1;0;1;0
BMMMFR2A;BANQUE MARTIN MAUREL;1;1;0;1;0
BMPBBEBB;AION S.A.;1;1;0;1;0
BMPBBEBBVOD;AION S.A.;1;1;0;1;0
BMPBDEF2;AION BANK SA GERMAN BRANCH;1;1;0;1;0
BMPBPLPP;AION BANK S.A. BRANCH IN POLAND;1;0;0;0;0
BMPBSESS;AION BANK SA SWEDISH BRANCH;1;0;0;0;0
BMWBDEMU;BMW BANK GMBH;1;1;0;1;0
BMWBDEM1;BMW BANK GMBH;1;1;0;1;0
BNAGBEBB;DELTA LLOYD BANK;1;1;0;1;0
BNBGBGSF;BULGARIAN NATIONAL BANK;1;0;0;0;0
BNDANL2A;Brand New Day Vermogensopbouw NV;1;0;0;0;0
BNFIPTPL;BANIF-BANCO DE INVESTIMENTO, SA;1;1;0;0;0
BNGHNL2G;BNG BANK N.V.;1;1;0;1;0
BNGRGRAA;BANK OF GREECE;1;1;0;1;0
BNICPTPL;BANCO DE NEGOCIOS INTERNACIONAL (EUROPA), S.A.;1;1;0;0;0
BNIFMTMT;BNF BANK PLC;1;1;0;0;0
BNLIITRR;BNL;1;1;0;1;0
BNLIITR1;BANCO NAZIONALE DEL LAVORO S.P.A.;1;1;0;1;0
BNPABGSX;BNP PARIBAS SOFIA BRANCH;1;1;0;1;0
BNPADEFF;BNP PARIBAS S.A. NIEDERLASSUNG FRANKFURT AM MAIN;1;1;0;1;1
BNPAESMS;BNP PARIBAS SA SUCURSAL EN ESPANA;1;1;0;1;0
BNPAESM2;BANCO CETELEM S.A.U;1;1;0;0;0
BNPAFRPP;BNP PARIBAS SA;1;1;0;1;0
BNPAGB22;BNP PARIBAS LONDON BRANCH;1;1;0;1;0
BNPAHUHX;BNP PARIBAS HONGRIE;1;1;0;1;0
BNPAIE2D;BNP PARIBAS IRELAND DUBLIN BRANCH;1;1;0;1;0
BNPAITMM;BNP PARIBAS MILAN;1;0;0;0;0
BNPALULS;BNP PARIBAS SUCCURSALE DELUXEM;1;0;0;0;0
BNPAMCM1;BANQUE NATIONALE DE PARIS S.A.;1;1;0;1;0
BNPAMQMX;BNP PARIBAS ANTILLES GUYANE;1;1;0;1;0
BNPANL2A;BNP PARIBAS SA THE NETHERLANDS BRANCH;1;1;0;1;0
BNPANOKK;BNP PARIBAS OSLO BRANCH;1;1;0;1;0
BNPAPTPL;BNP PARIBAS PORTUGAL;1;1;0;1;0
BNPARERX;BNP PARIBAS LA REUNION;1;1;0;1;0
BNPCFR21;BNP PARIBAS FACTOR;1;0;0;0;0
BNRUIE21;BANTRY CREDIT UNION LTD;1;1;0;0;0
BNXTESM2;BNEXT;1;1;0;0;0
BNXTESM2XXX;Bnext E.D.E.;1;0;0;0;0
BOBJDK21;Borbjerg Sparekasse;1;1;0;1;0
BOFABE3X;BANK OF AMERICA EUROPE DAC BRUSSELS;1;1;0;1;0
BOFABE3XVAM;BANK OF AMERICA EUROPE DAC BRUSSELS VAM;1;1;0;1;0
BOFACH2X;BANK OF AMERICA EUROPE DAC ZURICH;1;1;0;1;0
BOFADEFX;BANK OF AMERICA EUROPE DAC FRANKFURT;1;1;0;1;0
BOFADEFXVAM;BANK OF AMERICA EUROPE DAC FRANKFURT VAM;1;1;0;1;0
BOFAES2X;BANK OF AMERICA EUROPE DAC MADRID;1;1;0;1;0
BOFAES2XVAM;BANK OF AMERICA EUROPE DAC MADRID VAM;1;1;0;1;0
BOFAFRPP;BANK OF AMERICA EUROPE DAC PARIS;1;1;0;1;0
BOFAFRPPVAM;BANK OF AMERICA EUROPE DAC PARIS VAM;1;1;0;1;0
BOFAGB22;BANK OF AMERICA LONDON;1;1;0;1;0
BOFAGB22VAM;BANK OF AMERICA NA LONDON;1;1;0;1;0
BOFAGR2X;BANK OF AMERICA EUROPE DAC ATHENS;1;1;0;1;0
BOFAIE3X;BANK OF AMERICA EUROPE DAC DUBLIN;1;1;0;1;0
BOFAIE3XAUS;BANK OF AMERICA EUROPE DAC DUBLIN RE AUSTRIA;1;1;0;1;0
BOFAIE3XFIN;BANK OF AMERICA EUROPE DAC DUBLIN RE FINLAND;1;1;0;1;0
BOFAIE3XPOR;BANK OF AMERICA EUROPE DAC DUBLIN RE PORTUGAL;1;1;0;1;0
BOFAIE3XSKK;BANK OF AMERICA EUROPE DAC DUBLIN RE SLOVAKIA;1;1;0;1;0
BOFAIE3XVAM;BANK OF AMERICA EUROPE DAC DUBLIN VAM;1;1;0;1;0
BOFAIT2X;BANK OF AMERICA EUROPE DAC MILAN;1;1;0;1;0
BOFAIT2XVAM;BANK OF AMERICA EUROPE DAC MILAN VAM;1;1;0;1;0
BOFALULL;BANK OF AMERICA EUROPE DAC LUXEMBOURG;1;1;0;1;0
BOFANLNX;BANK OF AMERICA EUROPE DAC AMSTERDAM;1;1;0;1;0
BOFIGB2B;BANK OF IRELAND UK PLC;1;0;0;0;0
BOFIIE2D;BANK OF IRELAND;1;1;0;0;0
BOFSDEB1;LLOYDS BANK GMBH;1;1;0;0;0
BOFSDEF1;LLOYDS BANK GMBH;1;0;0;0;0
BOFSGBS1;BANK OF SCOTLAND PLC;1;0;0;0;0
BOFSGB2L;BANK OF SCOTLAND PLC;1;0;0;0;0
BOFSGB2S;BANK OF SCOTLAND PLC;1;0;0;0;0
BOFSGB21;BANK OF SCOTLAND PLC;1;0;0;0;0
BOFSGB31;BANK OF SCOTLAND PLC;1;0;0;0;0
BOFSGB41;BANK OF SCOTLAND PLC;1;0;0;0;0
BOFSNL21002;Lloyds GmbH Amsterdam;1;0;0;0;0
BONHCH22;BANQUE BONHOTE & CIE SA;1;0;0;0;0
BORDCHGG;BORDIER AND CO;1;0;0;0;0
BORNIE21;SLIGO CREDIT UNION LIMITED;1;1;0;0;0
BOTKDEDX;MUFG BANK (EUROPE) N.V. GERMANY BRANCH;1;1;0;1;0
BOTKFRPX;MUFG BANK, LTD. PARIS BRANCH;1;1;0;1;0
BOTKGB2L;MUFG BANK, LTD. LONDON BRANCH;1;1;0;1;0
BOTKITMX;BANK OF TOKYO;1;1;0;1;0
BOTKNL2X;MUFG BANK (EUROPE) N.V.;1;1;0;1;0
BOURDEFF;COMDIRECT BANK AG UND GF ONVISTA BANK;1;0;0;0;0
BOUSFRPP;BOURSORAMA BANQUE;1;1;0;1;0
BPAAIT2B;BANCA POPOLARE DELL ALTO ADIGE SOC.COOP.PA;1;1;0;1;0
BPAMIT31;BANCA POPOLARE DI ANCONA S.P.A.;1;1;0;1;0
BPBAITR1;CASSA RISPARMIO DI ORVIETO;1;1;0;1;0
BPBAIT3B;BANCA POPOLARE DI BARI;1;1;0;1;0
BPBIBGSF;Eurobank Bulgaria AD;1;0;0;0;0
BPBIBGSFXXX;EUROBANK BULGARIA AD;1;0;0;0;0
BPCEFRPP;BPCE;1;1;0;1;0
BPCPCHGG;BANQUE DE COMMERCE ET DE PLACEMENTS S.A.;1;0;0;0;0
BPCVIT2S;CREDIT AGRICOLE ITALIA;1;1;0;1;0
BPCVIT21;CREDIT AGRICOLE ITALIA;1;1;0;1;0
BPDMIT3B;BANCA POPOLARE DI PUGLIA E BASILICATA;1;1;0;1;0
BPEUIE21;PROGRESSIVE CREDIT UNION LIMITED;1;1;0;0;0
BPFRIT3F;BANCA POPOLARE DEL FRUSINATE;1;1;0;1;0
BPFRIT31;BANCA POPOLARE DEL FRUSINATE;1;1;0;1;0
BPGGITG1;BANCA REGIONALE EUROPEA S.P.A.;1;1;0;1;0
BPGPPTPL;BANCO PORTUGUES DE GESTAO;1;0;0;0;0
BPKOCZPP;PKO BANK POLSKI SA CZECH BRANCH;1;0;0;0;0
BPKODEFF;PKO BANK POLSKI S.A. NIEDERLASSUNG DEUTSCHLAND;1;1;0;1;0
BPKOPLPW;PKO BANK POLSKI SA;1;0;0;0;0
BPKOROBU;PKO BANK POLSKI S.A. VARSOVIA, SUCURSALA BUCURESTI;1;0;0;0;0
BPKOSKBB;PKO BP S.A., POBOCKA ZAHRANICNEJ BANKY;1;1;0;1;0
BPLCESMM;Barclays Bank Ireland Plc, Spain branch;1;1;0;1;0
BPLCITMM;Barclays Bank Ireland - Italy Branch;1;1;0;1;0
BPLCITMMMIL;BARCLAYS BANK IRELAND PLC MILAN BRANCH;1;1;0;1;0
BPLZIT3V;BANCA POPOLARE DEL LAZIO;1;1;0;1;0
BPMOIT22;BPER BANCA S.P.A.;1;1;0;1;0
BPMOLULS;BANCA POPOLARE DELL EMILIA ROM;1;0;0;0;0
BPNDDE52;PSA BANK DEUTSCHLAND GMBH;1;0;0;0;0
BPNPPTPL;BANCO BIC PORTUGUES SA;1;1;0;0;0
BPPBCHGG;BNP PARIBAS SUISSE S A;1;1;0;1;0
BPPBMCMC;BNP PARIBAS WM MONACO;1;1;0;0;0
BPPIITRR;POSTE ITALIANE S.P.A. - PATRIMONIO BANCOPOSTA;1;1;0;1;0
BPPNIT2P;CREDIT AGRICOLE ITALIA (FORMERLY CA FRIULADRIA);1;1;0;1;0
BPPUIT31;BANCA POPOLARE PUGLIESE;1;0;0;0;0
BPPUIT33;BANCA POPOLARE PUGLIESE SOCIETA COOPERATIVA P.A.;1;1;0;1;0
BPSAIT31;BANCA DI SASSARI;1;1;0;1;0
BPSMFRPP;BANQUE BCP;1;1;0;1;0
BPTTITMM;BANCA PROGETTO S.p.A.;1;1;0;1;0
BQBHCHGG;ONE SWISS BANK SA;1;0;0;0;0
BRASATWW;Banco do Brasil Vienna;1;1;0;0;0
BRASDEFF;BANCO DO BRASIL S.A.;1;1;0;1;0
BRASPTPL;Banco do Brasil Lisbon;1;1;0;0;0
BRDEROBU;BRD SOCIETE GENERALE SA;1;0;0;0;0
BREDFRPP;BRED BANQUE POPULAIRE;1;1;0;1;0
BREIIE21;ST. BRIGID'S CREDIT UNION LTD;1;1;0;0;0
BRELROBU;LIBRA INTERNET BANK S.A.;1;0;0;0;0
BREOIE21;Black Raven Credit Union Limited;1;1;0;0;0
BREUITM1;Banca Regionale Europea;1;1;0;1;0
BREXCZPP;mBank S.A. Czech Branch;1;0;0;0;0
BREXPLPW;mBank S.A.;1;0;0;0;0
BREXSKBX;MBANK S.A., BRATISLAVA;1;1;0;0;0
BRGEFRPP;BRED GESTION;1;1;0;1;0
BRGPNO21;BERG SPAREBANK;1;0;0;0;0
BRLADE21ANO;SPARKASSE AURICH-NORDEN;1;1;0;1;1
BRLADE21BRK;WESER-ELBE SPARKASSE;1;1;0;1;1
BRLADE21BRS;WESER-ELBE SPARKASSE;1;1;0;1;1
BRLADE21CUX;STADTSPARKASSE CUXHAVEN;1;1;0;1;1
BRLADE21DHZ;KREISSPARKASSE DIEPHOLZ;1;1;0;1;1
BRLADE21EMD;SPARKASSE EMDEN;1;1;0;1;1
BRLADE21LER;SPARKASSE LEERWITTMUND;1;1;0;1;1
BRLADE21LZO;LANDESSPARKASSE ZU OLDENBURG;1;1;0;1;1
BRLADE21OHZ;KREISSPARKASSE OSTERHOLZ;1;1;0;1;1
BRLADE21ROB;SPARKASSE ROTENBURG OSTERHOLZ;1;1;0;1;1
BRLADE21SHL;SPARKASSE SCHEESSEL;1;1;0;1;1
BRLADE21SYK;KREISSPARKASSE DIEPHOLZ;1;1;0;1;1
BRLADE21VER;KREISSPARKASSE VERDEN;1;1;0;1;1
BRLADE21WHV;SPARKASSE WILHELMSHAVEN;1;1;0;1;1
BRLADE21WTM;SPARKASSE LEERWITTMUND (FORMERLY KREISSPARKASSE WITTMUND);1;1;0;1;1
BRLADE22;NORDDEUTSCHE LANDESBANK - GIROZENTRALE;1;1;0;1;1
BRLADE22OLD;BREMER LANDESBANK BREMEN;1;0;0;0;0
BRMAROBU;BANCA ROMANEASCA SA;1;0;0;0;0
BRRUIE21;BRAY CREDIT UNION Limited;1;1;0;0;0
BRSLDK21;BROAGER SPAREKASSE;0;1;0;1;0
BRTESESS;BRITE AB;1;0;0;0;0
BRTOITTT;BANCA REALE;1;1;0;1;0
BRUSDE66;SPARKASSE KRAICHGAU BRUCHSAL-BRETTEN-SINSHEIM;1;1;0;1;1
BSABESBB;BANCO DE SABADELL SA;1;1;0;1;0
BSABFRPP;BANCO SABADELL;1;1;0;1;0
BSABGB2L;BANCO DE SABADELL S.A.;1;0;0;0;0
BSABPTPL;BANCO DE SABADELL, S.A. SUCURSAL EM PORTUGAL;1;1;0;1;0
BSAFLULL;BANQUE J. SAFRA SARASIN (LUXEMBOURG) SA;1;0;0;0;0
BSANADAD;BANC SABADELL D'ANDORRA;1;0;0;0;0
BSAOFR21;BANQUE SAINT OLIVE;1;1;0;1;0
BSAVFR2C;BANQUE DE SAVOIE SA;1;1;0;1;0
BSCHBEBB;SANTANDER BENELUX;1;0;0;0;0
BSCHDEFF;BANCO SANTANDER S.A.;1;1;0;1;0
BSCHESMM;BANCO SANTANDER SA;1;1;0;1;0
BSCHFRPP;BANCO SANTANDER S.A.;1;1;0;1;0
BSCHGB2L;BANCO SANTANDER S.A.;1;1;0;1;0
BSCHITMM;BANCO SANTANDER, S.A. MILANO BRANCH;1;1;0;1;0
BSCTCH22;BANCA DELLO STATO DEL CANTONE TICINO;1;0;0;0;0
BSDISMSD;BANCA SAMMARINESE DI INVESTIMENTO;1;1;0;1;0
BSHADE71;BANK SCHILLING AND CO AKTIENGESELLSCHAFT;1;1;0;1;1
BSISITMM;BANCA SISTEMA;1;1;0;1;0
BSLJSI2X;BANKA SLOVENIJE;1;1;0;0;0
BSLOSK22;PRIVATBANKA AS BRATISLAVA;1;1;0;0;0
BSPANO21;Sparebanken Din;1;0;0;0;0
BSPFFRPP;BANQUE PALATINE;1;1;0;1;0
BSSACHGG;CBH COMPAGNIE BANCAIRE HELVETIQUE SA;1;0;0;0;0
BSSSESM2;SANTANDER SECURITY SERVICES S.A.;1;1;0;0;0
BSSWATWW;Schelhammer Capital Bank AG;1;1;0;1;0
BSUIDEFF;CREDIT AGRICOLE CIB DEUTSCHLAND;1;1;0;1;0
BSUIESMM;CA CIB SPANISH BRANCH;1;1;0;1;0
BSUIFIHH;CREDIT AGRICOLE CIB HELSINKI;1;1;0;1;0
BSUIFRPP;CACIB PARIS;1;1;0;1;0
BSUIITMM;CA CIB MILAN BRANCH;1;1;0;1;0
BSUILULL;CACEIS BANK LUXEMBOURG;1;0;0;0;0
BSUISESS;CREDIT AGRICOLE CIB SWEDEN;1;1;0;1;0
BSZHCHZZ;BANK SPARHAFEN ZUERICH AG;1;0;0;0;0
BTERITM1;BANCA DELLA NUOVA TERRA;1;0;0;0;0
BTRLITR1;BANCA TRANSILVANIA ITALIAN BRANCH;1;1;0;0;0
BTRLRO22;BANCA TRANSILVANIA S.A.;1;0;0;0;0
BTVAAT22;BANK FUER TIROL UND VORARLBERG AG;1;1;0;1;0
BTVACH22;BANK FUER TIROL UND VORARLBERG AG, INNSBRUCK, ZWEIGNIEDERLASSUNG STAAD;1;0;0;0;0
BTVADE61;BANK FUER TIROL UND VORARLBERG AKTIENGESELLSCHAFT, ZWEIGNIEDERLASSUNG;1;1;0;1;1
BUCUROBU;ALPHA BANK ROMANIA S.A.;1;0;0;0;0
BUDAHUHB;BUDAPEST BANK PRIVATE CO LTD;1;0;0;0;0
BUINBGSF;ALLIANZ BANK BULGARIA AD;1;0;0;0;0
BUINBGSFXXX;Allianz Bank Bulgaria AD;1;0;0;0;0
BUKBGB22;Barclays Bank UK Plc;1;1;0;1;0
BUKKNL22;Buckaroo BV;1;1;0;1;0
BUNDATWW;REPUBLIK OESTERREICH-BUND;1;1;0;1;0
BUNQBEB2;bunq BV Belgian branch;1;1;0;1;0
BUNQDE82;bunq BV Niederlassung Deutschland;1;1;0;1;0
BUNQESM2;bunq BV sucursal en Espana;1;1;0;1;0
BUNQFRP2;bunq BV France;1;1;0;1;0
BUNQIE22;BUNQ B.V.;1;1;0;1;0
BUNQITM2;bunq BV sede secondaria;1;1;0;1;0
BUNQNL2A;BUNQ B.V.;1;1;0;1;0
BURUIE21;Inishowen Credit Union Limited;1;1;0;0;0
BUUTNL2A;ABN AMRO Bank N.V. re Buut;1;0;0;0;0
BVCAIT21;BANCA DI VALLE CAMONICA S.P.A.;1;1;0;1;0
BWFBATW1;OESTERREICHISCHE AERZTE- UND APOTHEKERBANK AG;1;1;0;1;0
BYBACY2I;Byblos Bank S.A.L.;1;0;0;0;0
BYBBBEBB;BYBLOS BANK EUROPE S A;1;0;0;0;0
BYBBFRPP;BYBLOS;1;1;0;0;0
BYBBGB2L;BYBLOS BANK EUROPE LONDON BRANCH;1;0;0;0;0
BYLADEMM;BAYERISCHE LANDESBANK, MUENCHEN;1;1;0;1;1
BYLADEM1ABG;SPARKASSE AMBERG-SULZBACH;1;1;0;1;1
BYLADEM1AIC;SPARKASSE ALTBAYERN;1;1;0;1;1
BYLADEM1ALG;SPARKASSE ALLGAEU;1;1;0;1;1
BYLADEM1ANS;SPARKASSE ANSBACH;1;1;0;1;1
BYLADEM1ASA;SPARKASSE ASCHAFFENBURG MILTENBERG;1;1;0;1;1
BYLADEM1AUG;SPARKASSE SCHWABEN-BODENSEE;1;1;0;1;1
BYLADEM1BGL;SPARKASSE BERCHTESGADENER LAND;1;1;0;1;1
BYLADEM1CHM;SPARKASSE IM LANDKREIS CHAM;1;1;0;1;1
BYLADEM1COB;SPARKASSE COBURG-LICHTENFELS;1;1;0;1;1
BYLADEM1DAH;SPARKASSE DACHAU;1;1;0;1;1
BYLADEM1DEG;SPARKASSE DEGGENDORF;1;1;0;1;1
BYLADEM1DKB;SPARKASSE ANSBACH;1;1;0;1;1
BYLADEM1DLG;SPARKASSE NORDSCHWABEN;1;1;0;1;1
BYLADEM1DON;SPARKASSE NORDSCHWABEN;1;1;0;1;1
BYLADEM1EBE;KREISSPARKASSE MUENCHEN STARNBERG EBERSBERG;1;1;0;1;1
BYLADEM1EGF;SPARKASSE ROTTAL-INN;1;1;0;1;1
BYLADEM1EIS;SPARKASSE INGOLSTADT EICHSTAETT;1;1;0;1;1
BYLADEM1ERD;KREIS- UND STADTSPARKASSE ERDING - DORFEN;1;1;0;1;1
BYLADEM1ERH;STADT-UND KREISSPARKASSE ERLANGEN HOECHSTADT HERZOGENAURACH;1;1;0;1;1
BYLADEM1ESB;VEREINIGTE SPARKASSEN ESCHENBACH - NEUSTADT - VOHENSTRAUSS;1;1;0;1;1
BYLADEM1FFB;SPARKASSE FUERSTENFELDBRUCK;1;1;0;1;1
BYLADEM1FIG;SPARKASSE HOCHFRANKEN (ALT);1;1;0;0;0
BYLADEM1FOR;SPARKASSE FORCHHEIM;1;1;0;1;1
BYLADEM1FRG;SPARKASSE FREYUNG - GRAFENAU;1;1;0;1;1
